0,0,0,0,1
0,0,0,1,-1.320294
1,0,1,0,1
0,0,1,0,-1.539428
1,0,1,1,-1.320294
2,0,2,0,1
1,0,2,0,-1.539428
2,0,2,1,-1.364622
3,0,3,0,1
2,0,3,0,-1.580849
3,0,3,1,-1.320294
4,0,4,0,1
3,0,4,0,-1.580849
4,0,4,1,-1.364622
5,0,5,0,1
4,0,5,0,-1.580849
5,0,5,1,-1.233636
6,0,6,0,1
5,0,6,0,-1.580849
6,0,6,1,0.788968
7,0,7,0,1
6,0,7,0,-1.457243
7,0,7,1,0.696123
8,0,8,0,1
7,0,8,0,-1.398007
8,0,8,1,0.778825
9,0,9,0,1
8,0,9,0,-0.259582
9,0,9,1,-0.464297
10,0,10,0,1
9,0,10,0,-1.364622
10,0,10,1,-0.540674
11,0,11,0,1
10,0,11,0,-1.480849
11,0,11,1,-0.636819
12,0,12,0,1
11,0,12,0,-1.364622
12,0,12,1,-0.680849
13,0,13,0,1
12,0,13,0,-1.364622
13,0,13,1,-0.514659
14,0,14,0,1
13,0,14,0,-1.539428
14,0,14,1,-0.636819
15,0,15,0,1
14,0,15,0,-1.364622
16,0,16,0,1
15,0,16,0,-1.539428
17,0,17,0,1
16,0,17,0,-1.364622
18,0,18,0,1
17,0,18,0,-1.170947
19,0,19,0,1
18,0,19,0,-1.457243
20,0,20,0,1
19,0,20,0,-1.539428
21,0,21,0,1
20,0,21,0,-1.539428
22,0,22,0,1
21,0,22,0,-1.580849
23,0,23,0,1
22,0,23,0,-1.539428
24,0,24,0,1
23,0,24,0,-1.268539
25,0,25,0,1
24,0,25,0,-1.364622
26,0,26,0,1
25,0,26,0,-1.457243
27,0,27,0,1
26,0,27,0,-1.539428
0,1,0,1,1
0,1,0,2,-1.580849
1,1,1,1,1
0,1,1,1,-1.539428
1,1,1,2,-1.480849
2,1,2,1,1
1,1,2,1,-1.457243
2,1,2,2,-1.380849
3,1,3,1,1
2,1,3,1,-1.364622
3,1,3,2,-1.480849
4,1,4,1,1
3,1,4,1,-1.539428
4,1,4,2,-1.580849
5,1,5,1,1
4,1,5,1,-1.457243
5,1,5,2,0.473217
6,1,6,1,1
5,1,6,1,0.438113
6,1,6,2,-1.539428
7,1,7,1,1
6,1,7,1,-1.539428
7,1,7,2,-1.398007
8,1,8,1,1
7,1,8,1,-1.364622
8,1,8,2,-1.364622
9,1,9,1,1
8,1,9,1,-1.580849
9,1,9,2,-1.256585
10,1,10,1,1
9,1,10,1,-1.480849
10,1,10,2,-1.457243
11,1,11,1,1
10,1,11,1,-1.580849
11,1,11,2,-1.457243
12,1,12,1,1
11,1,12,1,-1.580849
13,1,13,1,1
12,1,13,1,-1.364622
14,1,14,1,1
13,1,14,1,-1.457243
0,2,0,2,1
0,2,0,3,-1.480849
1,2,1,2,1
0,2,1,2,-1.457243
1,2,1,3,-1.180849
2,2,2,2,1
1,2,2,2,-1.364622
2,2,2,3,1.702935
3,2,3,2,1
2,2,3,2,-1.457243
4,2,4,2,1
3,2,4,2,-1.268539
5,2,5,2,1
4,2,5,2,0.735760
6,2,6,2,1
5,2,6,2,-1.580849
7,2,7,2,1
6,2,7,2,-1.480849
8,2,8,2,1
7,2,8,2,-1.480849
9,2,9,2,1
8,2,9,2,-1.268539
10,2,10,2,1
9,2,10,2,-1.457243
11,2,11,2,1
10,2,11,2,-1.457243
0,3,0,3,1
1,3,1,3,1
0,3,1,3,-1.398007
2,3,2,3,1
1,3,2,3,1.481428
