0,0,0,0,1
0,0,0,1,0.360555
1,0,1,0,1
0,0,1,0,0.141421
1,0,1,1,0.360555
2,0,2,0,1
1,0,2,0,0.141421
2,0,2,1,0.316228
3,0,3,0,1
2,0,3,0,0.100000
3,0,3,1,0.360555
4,0,4,0,1
3,0,4,0,0.100000
4,0,4,1,0.316228
5,0,5,0,1
4,0,5,0,0.100000
5,0,5,1,0.447214
6,0,6,0,1
5,0,6,0,0.100000
6,0,6,1,2.469818
7,0,7,0,1
6,0,7,0,0.223607
7,0,7,1,2.376973
8,0,8,0,1
7,0,8,0,0.282843
8,0,8,1,2.459675
9,0,9,0,1
8,0,9,0,1.421267
9,0,9,1,1.216553
10,0,10,0,1
9,0,10,0,0.316228
10,0,10,1,1.140175
11,0,11,0,1
10,0,11,0,0.200000
11,0,11,1,1.044031
12,0,12,0,1
11,0,12,0,0.316228
12,0,12,1,1.000000
13,0,13,0,1
12,0,13,0,0.316228
13,0,13,1,1.166190
14,0,14,0,1
13,0,14,0,0.141421
14,0,14,1,1.044031
15,0,15,0,1
14,0,15,0,0.316228
16,0,16,0,1
15,0,16,0,0.141421
17,0,17,0,1
16,0,17,0,0.316228
18,0,18,0,1
17,0,18,0,0.509902
19,0,19,0,1
18,0,19,0,0.223607
20,0,20,0,1
19,0,20,0,0.141421
21,0,21,0,1
20,0,21,0,0.141421
22,0,22,0,1
21,0,22,0,0.100000
23,0,23,0,1
22,0,23,0,0.141421
24,0,24,0,1
23,0,24,0,0.412311
25,0,25,0,1
24,0,25,0,0.316228
26,0,26,0,1
25,0,26,0,0.223607
27,0,27,0,1
26,0,27,0,0.141421
0,1,0,1,1
0,1,0,2,0.100000
1,1,1,1,1
0,1,1,1,0.141421
1,1,1,2,0.200000
2,1,2,1,1
1,1,2,1,0.223607
2,1,2,2,0.300000
3,1,3,1,1
2,1,3,1,0.316228
3,1,3,2,0.200000
4,1,4,1,1
3,1,4,1,0.141421
4,1,4,2,0.100000
5,1,5,1,1
4,1,5,1,0.223607
5,1,5,2,2.154066
6,1,6,1,1
5,1,6,1,2.118962
6,1,6,2,0.141421
7,1,7,1,1
6,1,7,1,0.141421
7,1,7,2,0.282843
8,1,8,1,1
7,1,8,1,0.316228
8,1,8,2,0.316228
9,1,9,1,1
8,1,9,1,0.100000
9,1,9,2,0.424264
10,1,10,1,1
9,1,10,1,0.200000
10,1,10,2,0.223607
11,1,11,1,1
10,1,11,1,0.100000
11,1,11,2,0.223607
12,1,12,1,1
11,1,12,1,0.100000
13,1,13,1,1
12,1,13,1,0.316228
14,1,14,1,1
13,1,14,1,0.223607
0,2,0,2,1
0,2,0,3,0.200000
1,2,1,2,1
0,2,1,2,0.223607
1,2,1,3,0.500000
2,2,2,2,1
1,2,2,2,0.316228
2,2,2,3,3.383785
3,2,3,2,1
2,2,3,2,0.223607
4,2,4,2,1
3,2,4,2,0.412311
5,2,5,2,1
4,2,5,2,2.416609
6,2,6,2,1
5,2,6,2,0.100000
7,2,7,2,1
6,2,7,2,0.200000
8,2,8,2,1
7,2,8,2,0.200000
9,2,9,2,1
8,2,9,2,0.412311
10,2,10,2,1
9,2,10,2,0.223607
11,2,11,2,1
10,2,11,2,0.223607
0,3,0,3,1
1,3,1,3,1
0,3,1,3,0.282843
2,3,2,3,1
1,3,2,3,3.162278
