0,0,0,0,1
0,0,0,1,1.802776
1,0,1,0,1
0,0,1,0,0.707107
1,0,1,1,1.802776
2,0,2,0,1
1,0,2,0,0.707107
2,0,2,1,1.581139
3,0,3,0,1
2,0,3,0,0.500000
3,0,3,1,1.802776
4,0,4,0,1
3,0,4,0,0.500000
4,0,4,1,1.581139
5,0,5,0,1
4,0,5,0,0.500000
5,0,5,1,2.236068
6,0,6,0,1
5,0,6,0,0.500000
6,0,6,1,12.349089
7,0,7,0,1
6,0,7,0,1.118034
7,0,7,1,11.884864
8,0,8,0,1
7,0,8,0,1.414214
8,0,8,1,12.298374
9,0,9,0,1
8,0,9,0,7.106335
9,0,9,1,6.082763
10,0,10,0,1
9,0,10,0,1.581139
10,0,10,1,5.700877
11,0,11,0,1
10,0,11,0,1.000000
11,0,11,1,5.220153
12,0,12,0,1
11,0,12,0,1.581139
12,0,12,1,5.000000
13,0,13,0,1
12,0,13,0,1.581139
13,0,13,1,5.830952
14,0,14,0,1
13,0,14,0,0.707107
14,0,14,1,5.220153
15,0,15,0,1
14,0,15,0,1.581139
16,0,16,0,1
15,0,16,0,0.707107
17,0,17,0,1
16,0,17,0,1.581139
18,0,18,0,1
17,0,18,0,2.549510
19,0,19,0,1
18,0,19,0,1.118034
20,0,20,0,1
19,0,20,0,0.707107
21,0,21,0,1
20,0,21,0,0.707107
22,0,22,0,1
21,0,22,0,0.500000
23,0,23,0,1
22,0,23,0,0.707107
24,0,24,0,1
23,0,24,0,2.061553
25,0,25,0,1
24,0,25,0,1.581139
26,0,26,0,1
25,0,26,0,1.118034
27,0,27,0,1
26,0,27,0,0.707107
0,1,0,1,1
0,1,0,2,0.500000
1,1,1,1,1
0,1,1,1,0.707107
1,1,1,2,1.000000
2,1,2,1,1
1,1,2,1,1.118034
2,1,2,2,1.500000
3,1,3,1,1
2,1,3,1,1.581139
3,1,3,2,1.000000
4,1,4,1,1
3,1,4,1,0.707107
4,1,4,2,0.500000
5,1,5,1,1
4,1,5,1,1.118034
5,1,5,2,10.770330
6,1,6,1,1
5,1,6,1,10.594810
6,1,6,2,0.707107
7,1,7,1,1
6,1,7,1,0.707107
7,1,7,2,1.414214
8,1,8,1,1
7,1,8,1,1.581139
8,1,8,2,1.581139
9,1,9,1,1
8,1,9,1,0.500000
9,1,9,2,2.121320
10,1,10,1,1
9,1,10,1,1.000000
10,1,10,2,1.118034
11,1,11,1,1
10,1,11,1,0.500000
11,1,11,2,1.118034
12,1,12,1,1
11,1,12,1,0.500000
13,1,13,1,1
12,1,13,1,1.581139
14,1,14,1,1
13,1,14,1,1.118034
0,2,0,2,1
0,2,0,3,1.000000
1,2,1,2,1
0,2,1,2,1.118034
1,2,1,3,2.500000
2,2,2,2,1
1,2,2,2,1.581139
2,2,2,3,16.918924
3,2,3,2,1
2,2,3,2,1.118034
4,2,4,2,1
3,2,4,2,2.061553
5,2,5,2,1
4,2,5,2,12.083046
6,2,6,2,1
5,2,6,2,0.500000
7,2,7,2,1
6,2,7,2,1.000000
8,2,8,2,1
7,2,8,2,1.000000
9,2,9,2,1
8,2,9,2,2.061553
10,2,10,2,1
9,2,10,2,1.118034
11,2,11,2,1
10,2,11,2,1.118034
0,3,0,3,1
1,3,1,3,1
0,3,1,3,1.414214
2,3,2,3,1
1,3,2,3,15.811388
